Message Name,mToken,Field Number (fNum),Field Name (name),Field Type (fType),Enum Set (eSet),Field Description (desc),Data Products
ToolCompositeExecution,ClientTrading,556,uDriftDayPnL,Float,,underlier delta drift PnL (to EOD),
ToolCompositeExecution,ClientTrading,559,uDriftM1PnL,Float,,underlier delta drift PnL (Fill + 1M),
ToolCompositeExecution,ClientTrading,562,uDriftM10PnL,Float,,underlier delta drift PnL (Fill + 10M),
ToolCompositeExecution,ClientTrading,565,dayPnL,Float,,actual PnL to EOD (fillMark to liveMark),
ToolCompositeExecution,ClientTrading,568,m1Mark,Double,,T+1min,
ToolCompositeExecution,ClientTrading,571,m1UPrc,Double,,T+1min,
ToolCompositeExecution,ClientTrading,574,m10Mark,Double,,T+10min,
ToolCompositeExecution,ClientTrading,577,m10UPrc,Double,,T+10min,
ToolCompositeExecution,ClientTrading,580,liveMark,Double,,Live @ Record Query,
ToolCompositeExecution,ClientTrading,583,liveUPrc,Double,,Live @ Record Query,
ToolCompositeExecution,ClientTrading,586,trdMarkError,String,,trade mark error code,
ToolCompositeExecution,ClientTrading,589,dayMarkError,String,,day mark error code,
ToolCompositeExecution,ClientTrading,592,timestamp,DateTime,,SR system timestamp,
GetOptionBasket,RiskCalc,100,basketNumber,Long,,,
GetOptionBasket,RiskCalc,101,result,Text1,,,
GetOptionBasket,RiskCalc,102,timestamp,DateTime,,,
OptionItemDef,RiskCalc,10,okey,OptionKey,,can be listed or FLEX,
OptionItemDef,RiskCalc,13,okeyNumber,Int,,,
OptionItemDef,RiskCalc,11,basketNumber,Long,,,
OptionItemDef,RiskCalc,12,userName,String,,,
OptionItemDef,RiskCalc,100,exType,Enum,"None,American,European,Asian,Cliquet",exercise type of the option (American or European) (default: root definition),
OptionItemDef,RiskCalc,101,exTime,Enum,"None,PM,AM",exercise time (AM or PM) (default: root definition),
OptionItemDef,RiskCalc,115,holidayCalendar,Enum,"None,NYSE,EUREX,CBOE_EU,NXAM,NXBR,NXLS,NXML,NXOS,NXP,ICEFE,CME,NYMEX,COMEX,MGEX,BXE,CXE,DXE,EUX",holiday calendar code (eg. NYSE),
OptionItemDef,RiskCalc,102,timeMetric,Enum,"None,D252,D365,SRV6","time metric (VT70, Y252, Y365, etc.) (default: root definition)",
OptionItemDef,RiskCalc,103,priceType,Enum,"None,Equity,Future",Equity (spot price) or Future (fwd price) conventions (default: root definition),
OptionItemDef,RiskCalc,104,modelType,Enum,"None,LogNormalExact,NormalExact,LogNormalApprox,NormalApprox",(default: root definition),
OptionItemDef,RiskCalc,105,incGreeks,Enum,"None,Yes,No",default (No),
OptionItemDef,RiskCalc,106,vol,Double,,volatility (default: SR surface volatility),
OptionItemDef,RiskCalc,107,uPrc,Double,,underlying price (default: SR live uPrc),
OptionItemDef,RiskCalc,108,years,Double,,years-to-expiration (default: SR volatility time value),
OptionItemDef,RiskCalc,109,sdiv,Double,,continuous stock dividend using for pricing,
OptionItemDef,RiskCalc,110,rate,Double,,discount rate used for pricing,
OptionItemDef,RiskCalc,114,timestamp,DateTime,,,
OptionItemDef,RiskCalc,111,DiscreteDividend,Repeater,,,
OptionItemDef,RiskCalc,112,date,DateTime,,,
OptionItemDef,RiskCalc,113,amount,Float,,,
OptionItemCalc,RiskCalc,100,okey,OptionKey,,okey.root can be a listed/flex root symbol or an underlying symbol,
OptionItemCalc,RiskCalc,131,okeyNumber,Int,,,
OptionItemCalc,RiskCalc,101,basketNumber,Long,,,
OptionItemCalc,RiskCalc,102,exType,Enum,"None,American,European,Asian,Cliquet",exercise type of the option (American or European) (default: from root definition),
OptionItemCalc,RiskCalc,103,exTime,Enum,"None,PM,AM",exercise time (AM or PM) (default: from root definition),
OptionItemCalc,RiskCalc,132,holidayCalendar,Enum,"None,NYSE,EUREX,CBOE_EU,NXAM,NXBR,NXLS,NXML,NXOS,NXP,ICEFE,CME,NYMEX,COMEX,MGEX,BXE,CXE,DXE,EUX","holiday calendar code (NYSE, etc)",
OptionItemCalc,RiskCalc,104,timeMetric,Enum,"None,D252,D365,SRV6","time metric (D252, D365, etc.) (default: from root definition)",
OptionItemCalc,RiskCalc,105,priceType,Enum,"None,Equity,Future",Equity (spot price) or Future (fwd price) conventions (default: from root definition),
OptionItemCalc,RiskCalc,106,modelType,Enum,"None,LogNormalExact,NormalExact,LogNormalApprox,NormalApprox","LogNormal, Normal, etc.  (default: from root definition)",
OptionItemCalc,RiskCalc,107,incGreeks,Enum,"None,Yes,No",default (No),
OptionItemCalc,RiskCalc,108,vol,Double,,volatility (default: SR surface volatility),
OptionItemCalc,RiskCalc,109,uPrc,Double,,underlying price (default: SR live uPrc),
OptionItemCalc,RiskCalc,110,iDays,Int,,interest days to expiration (default: SR interest days),
OptionItemCalc,RiskCalc,111,years,Double,,years-to-expiration (default: SR volatility time value),
OptionItemCalc,RiskCalc,112,sdiv,Double,,continuous stock dividend used for pricing,
OptionItemCalc,RiskCalc,113,rate,Double,,discount rate used for pricing,
OptionItemCalc,RiskCalc,114,ddiv,Double,,,
OptionItemCalc,RiskCalc,115,ddivPV,Double,,,
OptionItemCalc,RiskCalc,116,price,Double,,price (premium),
OptionItemCalc,RiskCalc,117,effStrike,Double,,effective strike used to for pricing calc,
OptionItemCalc,RiskCalc,118,delta,Float,,delta,
OptionItemCalc,RiskCalc,119,gamma,Float,,gamma,
OptionItemCalc,RiskCalc,120,theta,Float,,theta,
OptionItemCalc,RiskCalc,121,vega,Float,,vega,
OptionItemCalc,RiskCalc,122,volga,Float,,volga,
OptionItemCalc,RiskCalc,123,vanna,Float,,vanna,
OptionItemCalc,RiskCalc,124,deDecay,Float,,delta decay,
OptionItemCalc,RiskCalc,125,rho,Float,,rho,
OptionItemCalc,RiskCalc,126,phi,Float,,phi,
OptionItemCalc,RiskCalc,130,error,Text2,,,
OptionItemCalc,RiskCalc,128,pricerModel,String,,,
OptionItemCalc,RiskCalc,129,timestamp,DateTime,,,
GlobalDividends,GlobalDefinition,10,ticker,TickerKey,,,ExtEqtRefTables
GlobalDividends,GlobalDefinition,100,timestamp,DateTime,,publish time (GlobalDividend.timestamp = SRPricingCalcRecord.timestamp @ publish),ExtEqtRefTables
GlobalDividends,GlobalDefinition,103,lastModified,DateTime,,last dividend data modify timestamp,ExtEqtRefTables
GlobalDividends,GlobalDefinition,106,text,Text1,,extra text (if any),ExtEqtRefTables
GlobalDividends,GlobalDefinition,109,DateAmt,Repeater,,,ExtEqtRefTables
GlobalDividends,GlobalDefinition,112,divDate,DateKey,,ex-dividend date,ExtEqtRefTables
GlobalDividends,GlobalDefinition,115,divValue,Float,,dividend amount,ExtEqtRefTables
GlobalDividends,GlobalDefinition,118,divCurrency,String,,,ExtEqtRefTables
GlobalDividends,GlobalDefinition,121,divKind,Enum,"None,Regular,Special,StockDiv,Warrants,Percent,Other",dividend type,ExtEqtRefTables
GlobalDividends,GlobalDefinition,124,divSource,Enum,"None,Distributed,Announced,AnnDate,Forecast,Implied",dividend source,ExtEqtRefTables
GlobalDividends,GlobalDefinition,127,divFreq,Enum,"None,Monthly,Quarterly,SemiAnnual,Annual,AdHoc",,ExtEqtRefTables
GlobalDividends,GlobalDefinition,130,divOverrideSource,Enum,"None,Global,User",dividend override source if any,ExtEqtRefTables
GlobalRates,GlobalDefinition,10,rateSource,Enum,"Default,OIS,SOFR,SpxBox,StoxxBox,Test1,Test2,ESTR",,ExtEqtRefTables
GlobalRates,GlobalDefinition,100,timestamp,DateTime,,,ExtEqtRefTables
GlobalRates,GlobalDefinition,103,Curve,Repeater,,,ExtEqtRefTables
GlobalRates,GlobalDefinition,106,days,Int,,calendar days to expiration (actual/365 days per year),ExtEqtRefTables
GlobalRates,GlobalDefinition,109,rate,Float,,,ExtEqtRefTables
StockEarningsCalendar,EqtAnalytics,10,ticker,TickerKey,,,
StockEarningsCalendar,EqtAnalytics,11,source,Enum,"Live,PriorDay",Live=currentEarningsDate; priorDay=previousEarningsDate,
StockEarningsCalendar,EqtAnalytics,100,eMoveHist,Float,,historical average (trailing 8) earnings moves prior to today,
StockEarningsCalendar,EqtAnalytics,103,timestamp,DateTime,,timestamp of record,
StockEarningsCalendar,EqtAnalytics,106,Event,Repeater,,,
StockEarningsCalendar,EqtAnalytics,109,eventDate,DateKey,,,
StockEarningsCalendar,EqtAnalytics,112,eventTime,String,,,
StockEarningsCalendar,EqtAnalytics,115,earnStatus,Enum,"None,Actual,Announced,Forecast",,
StockEarningsCalendar,EqtAnalytics,118,guidanceIssued,Enum,"DontKnow,Issued,NotIssued",,
StockEarningsCalendar,EqtAnalytics,121,earnFiscalQtr,DateKey,,,
StockEarningsCalendar,EqtAnalytics,124,earnChange,Enum,"None,New,Changed",,
StockEarningsCalendar,EqtAnalytics,127,earnPctMove,Float,,underlying move in the trading period including the event (only available when eventStatus = 'Actual'),
StockEarningsCalendar,EqtAnalytics,130,prvClose,Float,,closing price prior to earnings announcement,
StockEarningsCalendar,EqtAnalytics,133,open,Float,,opening price (on moveDate),
StockEarningsCalendar,EqtAnalytics,136,high,Float,,high price (on moveDate),
StockEarningsCalendar,EqtAnalytics,139,low,Float,,low price (on moveDate),
StockEarningsCalendar,EqtAnalytics,142,close,Float,,close price (on moveDate),
StockEarningsCalendar,EqtAnalytics,145,moveDate,DateKey,,date corresponding to larger daily change (OHLC data taken from the same date or the date following each earnings announcement),
StockEarningsCalendar,EqtAnalytics,148,hEMove,Float,,historical average (trailing 8) earnings moves prior to announcement (historical only),
UserDividendOverride,ClientControl,10,ticker,TickerKey,,,
UserDividendOverride,ClientControl,11,clientFirm,String,,,
UserDividendOverride,ClientControl,12,dividendSlot,Enum,"None,TheoPrices,ToolOverride",,
UserDividendOverride,ClientControl,100,timestamp,DateTime,,,
UserDividendOverride,ClientControl,103,text,Text1,,user detail (if any),
UserDividendOverride,ClientControl,106,mergeType,Enum,"None,FullReplace,PreferOrig,PreferThis,FullReplaceIfNewer",,
UserDividendOverride,ClientControl,109,DateAmt,Repeater,,,
UserDividendOverride,ClientControl,112,divDate,DateKey,,ex-dividend date,
UserDividendOverride,ClientControl,115,divValue,Float,,dividend amount,
UserDividendOverride,ClientControl,118,divCurrency,String,,,
UserDividendOverride,ClientControl,121,divKind,Enum,"None,Regular,Special,StockDiv,Warrants,Percent,Other",dividend type,
UserDividendOverride,ClientControl,124,divSource,Enum,"None,Distributed,Announced,AnnDate,Forecast,Implied",dividend source,
UserDividendOverride,ClientControl,127,divFreq,Enum,"None,Monthly,Quarterly,SemiAnnual,Annual,AdHoc",,
UserRateOverride,ClientControl,10,clientFirm,String,,,
UserRateOverride,ClientControl,100,timestamp,DateTime,,,
UserRateOverride,ClientControl,103,text,Text1,,user detail (if any),
UserRateOverride,ClientControl,106,Curve,Repeater,,,
UserRateOverride,ClientControl,109,days,Int,,calendar days to expiration (actual/365 days per year),
UserRateOverride,ClientControl,112,rate,Float,,,
UserRateOverride,ClientControl,115,lnRate,Float,,,
UserRateOverride,ClientControl,118,shRate,Float,,,
UserSDivOverride,EqtAnalytics,10,ekey,ExpiryKey,,StocKey + option expiry date,
UserSDivOverride,EqtAnalytics,11,clientFirm,String,,,
UserSDivOverride,EqtAnalytics,100,sdivRate,Float,,,
UserSDivOverride,EqtAnalytics,103,lnSDivRate,Float,,,
UserSDivOverride,EqtAnalytics,106,shSDivRate,Float,,,
UserSDivOverride,EqtAnalytics,109,text,Text1,,user detail (if any),
UserSDivOverride,EqtAnalytics,112,timestamp,DateTime,,,
SpdrAllocationNotice,ClientTrading,10,allocNumber,Long,,unique number assigned to this allocation notice,
SpdrAllocationNotice,ClientTrading,100,tradeDate,DateKey,,,
SpdrAllocationNotice,ClientTrading,103,clientFirm,String,,,
SpdrAllocationNotice,ClientTrading,106,omniAccnt,String,,omnibus accnt (SR accnt),
SpdrAllocationNotice,ClientTrading,109,secKey,OptionKey,,"security key (stock, future, or option)",
SpdrAllocationNotice,ClientTrading,112,secType,Enum,"None,Stock,Future,Option,MLeg",security type,
SpdrAllocationNotice,ClientTrading,115,mlegLegKey,Text1,,"[secKey.StringKey;legRatio;side;positionEffect, secKey.StringKey;legRatio;side;positionEffect, ...]",
SpdrAllocationNotice,ClientTrading,118,orderSide,Enum,"None,Buy,Sell",order side (always buy for MLEG orders),
SpdrAllocationNotice,ClientTrading,121,ssaleFlag,Enum,"None,Long,Short,Exempt,Auto,Open,Close,Cover,NA",ssale flag (None if not stock),
SpdrAllocationNotice,ClientTrading,124,positionType,Enum,"None,Opening,Closing,Auto",positionType (None if not equity option),
SpdrAllocationNotice,ClientTrading,127,noticeState,Enum,"None,ReadyToSend,HoldForReview,Canceled,Error",indicates that this noticed is ready to forward to a custodian,
SpdrAllocationNotice,ClientTrading,130,noticeText,Text1,,,
SpdrAllocationNotice,ClientTrading,133,allocMethod,Enum,"None,FIX,FilePAS",method for delivery of the allocation instruction to the broker,
SpdrAllocationNotice,ClientTrading,402,execBrkrCode,String,,used for FIX routing (can be null),
SpdrAllocationNotice,ClientTrading,403,allocExDest,String,,used for FIX routing,
SpdrAllocationNotice,ClientTrading,136,orderShape,Enum,"None,Single,Cross,MLeg,MLegCross",Single or MLeg,
SpdrAllocationNotice,ClientTrading,139,cumFillQuantity,Int,,total fill size of all ChildOrders,
SpdrAllocationNotice,ClientTrading,142,avgFillPrice,Double,,parent order average fill price,
SpdrAllocationNotice,ClientTrading,145,netMoney,Double,,net allocation money,
SpdrAllocationNotice,ClientTrading,376,modifiedBy,String,,user who last modified this record,
SpdrAllocationNotice,ClientTrading,379,modifiedIn,Enum,"None,Neptune,Pluto,V7_Stable,V7_Latest,Saturn,Venus,Mars,SysTest,V7_Current",,
SpdrAllocationNotice,ClientTrading,382,timestamp,DateTime,,timestamp of last modification,
SpdrAllocationNotice,ClientTrading,148,ChildOrders,Repeater,,,
SpdrAllocationNotice,ClientTrading,151,clOrdId,Long,,,
SpdrAllocationNotice,ClientTrading,154,orderSize,Int,,,
SpdrAllocationNotice,ClientTrading,157,cumFillQuantity,Int,,,
SpdrAllocationNotice,ClientTrading,160,avgFillPrice,Double,,,
SpdrAllocationNotice,ClientTrading,163,streetClOrdId,String,,usually clOrdID.X16 but can be different if street gateway was translating clOrdId,
SpdrAllocationNotice,ClientTrading,166,streetOrderId,String,,street side order ID (for canceling order),
SpdrAllocationNotice,ClientTrading,169,Fragments,Repeater,,,
SpdrAllocationNotice,ClientTrading,172,accnt,String,,SR alloc accnt,
SpdrAllocationNotice,ClientTrading,385,clientFirm,String,,SR client firm,
SpdrAllocationNotice,ClientTrading,175,allocAccnt,String,,clearing firm alloc accnt (maps to Fix.AllocAccount),
SpdrAllocationNotice,ClientTrading,178,allocFragId,Long,,unique ID of this alloc/fragment (maps to Fix.IndividualAllocID),
SpdrAllocationNotice,ClientTrading,181,allocSize,Int,,accnt alloc size,
SpdrAllocationNotice,ClientTrading,394,LegPosType,Repeater,,,
SpdrAllocationNotice,ClientTrading,395,secKey,OptionKey,,,
SpdrAllocationNotice,ClientTrading,396,secType,Enum,"None,Stock,Future,Option,MLeg",,
SpdrAllocationNotice,ClientTrading,397,accnt,String,,SR alloc accnt (matches fragment),
SpdrAllocationNotice,ClientTrading,398,clientFirm,String,,SR client firm,
SpdrAllocationNotice,ClientTrading,399,ssaleFlag,Enum,"None,Long,Short,Exempt,Auto,Open,Close,Cover,NA",ssale flag (if secType = Stock),
SpdrAllocationNotice,ClientTrading,400,positionType,Enum,"None,Opening,Closing,Auto",positionType (if secType != Stock),
SpdrAllocationNotice,ClientTrading,401,firmPosition,Int,,,
SpdrAllocationNotice,ClientTrading,184,OrderLegs,Repeater,,,
SpdrAllocationNotice,ClientTrading,386,secKey,OptionKey,,,
SpdrAllocationNotice,ClientTrading,387,secType,Enum,"None,Stock,Future,Option,MLeg",,
SpdrAllocationNotice,ClientTrading,388,mult,UShort,,,
SpdrAllocationNotice,ClientTrading,389,side,Enum,"None,Buy,Sell",,
SpdrAllocationNotice,ClientTrading,390,legId,Long,,SR leg Id,
SpdrAllocationNotice,ClientTrading,391,altLegId,String,,client leg Id (usually from a FIX order),
SpdrAllocationNotice,ClientTrading,392,sumLegQty,Int,,,
SpdrAllocationNotice,ClientTrading,393,sumLegMny,Double,,,
SpdrAllocationNoticeStatus,ClientTrading,10,allocNumber,Long,,matches AllocationNotice.pkey.allocNumber,
SpdrAllocationNoticeStatus,ClientTrading,100,status,Enum,"None,Submitted,Accepted,Rejected,SRReject,Received,NoRoute,NothingToSend,NotReady",,
SpdrAllocationNoticeStatus,ClientTrading,103,rejectReason,Text1,,,
SpdrAllocationNoticeStatus,ClientTrading,106,secKey,OptionKey,,"security key (stock, future, or option)",
SpdrAllocationNoticeStatus,ClientTrading,109,secType,Enum,"None,Stock,Future,Option,MLeg",security type,
SpdrAllocationNoticeStatus,ClientTrading,112,modifiedBy,String,,user who last modified this record,
SpdrAllocationNoticeStatus,ClientTrading,115,modifiedIn,Enum,"None,Neptune,Pluto,V7_Stable,V7_Latest,Saturn,Venus,Mars,SysTest,V7_Current",,
SpdrAllocationNoticeStatus,ClientTrading,118,timestamp,DateTime,,timestamp of last modification,
SpdrAvailExecAllocation,ClientTrading,10,availExecNumber,Long,,unique number for this message,
SpdrAvailExecAllocation,ClientTrading,100,omniAccnt,String,,omnibus accnt (SR accnt),
SpdrAvailExecAllocation,ClientTrading,146,clientFirm,String,,SR client firm,
SpdrAvailExecAllocation,ClientTrading,103,secKey,OptionKey,,"security key (stock, future, or option)",
SpdrAvailExecAllocation,ClientTrading,106,secType,Enum,"None,Stock,Future,Option,MLeg",security type,
SpdrAvailExecAllocation,ClientTrading,109,orderSide,Enum,"None,Buy,Sell",order side (always buy for MLEG orders),
SpdrAvailExecAllocation,ClientTrading,112,ssaleFlag,Enum,"None,Long,Short,Exempt,Auto,Open,Close,Cover,NA",ssale flag (None if not stock),
SpdrAvailExecAllocation,ClientTrading,115,positionType,Enum,"None,Opening,Closing,Auto",positionType (None if not equity option),
SpdrAvailExecAllocation,ClientTrading,118,spdrSource,Enum,"None,SpdrTicket,SpdrSingle,SRSE,FIX,HedgeTool,TradeHedge,OpenHedge,AutoHedge,Orphan,RiskManager,OrderManager,ManagedOrder,RFQRespSrvr,Legger,SRSEDrop,FixDrop,TicketDrop,SysTest,RFRResponse,AllocOmni,AllocClient,CertGateway,MLegResponse,LeggerX,DropManager,AutoHedgeSrvr,AuctionStrategySrvr,AllocBlockFace,AllocBlockCust,IceChatGateway,EXS2SRC,MLinkResponse,AutoResponderVD,AutoResponderRC,AutoResponderSN,AutoResponderBX,MLink",parent order source,
SpdrAvailExecAllocation,ClientTrading,121,groupingCode,Long,,unique broker code,
SpdrAvailExecAllocation,ClientTrading,124,mlegLegKey,Text1,,"[secKey.StringKey;legRatio;side;positionEffect, secKey.StringKey;legRatio;side;positionEffect, ...]",
SpdrAvailExecAllocation,ClientTrading,127,baseParentNumber,Long,,SR BaseParentNumber these executions belong to (can be zero if executions are drop),
